record_id,state_ut,state_code,district,city_or_town,source_type,source_subtype,season,sample_date,pH,tds_mg_L,turbidity_NTU,total_hardness_mg_L,chloride_mg_L,nitrate_mg_L,fluoride_mg_L,arsenic_ug_L,uranium_ug_L,iron_mg_L,fecal_coliform_MPN_100mL,arsenic_mg_L,uranium_mg_L,has_chemical_hazard,has_biological_hazard,has_physical_issue,do_not_boil,boil_recommended,breach_details,alert_category,action_code,display_color,is_potable
IWQ-22635,Maharashtra,MH,Thane,Thane,Groundwater,Dug well,Pre-monsoon,2024-04-04,7.02,1382.8,1.47,622.9,254.5,15.47,0.286,1.02,1.44,0.867,0.0,0.00102,0.00144,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-22646,Maharashtra,MH,Nashik,Nashik,Groundwater,Dug well,Post-monsoon,2024-11-28,6.85,881.9,0.45,802.7,156.9,55.48,0.434,0.3,4.08,0.08,28.4,0.0003,0.00408,True,True,True,True,False,Nitrate: 55.48 mg/L (Max: 45); Coliform: 28 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22647,Maharashtra,MH,Ratnagiri,Ratnagiri,Groundwater,Dug well,Pre-monsoon,2024-05-06,8.34,568.8,2.12,242.5,146.0,24.94,0.267,0.33,1.11,1.343,0.0,0.00033,0.00111,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22649,Maharashtra,MH,Pune,Pimpri-Chinchwad,Groundwater,Bore well,Pre-monsoon,2024-04-26,6.89,1480.6,2.77,627.1,729.7,3.67,0.224,0.14,3.15,0.135,0.0,0.00014,0.00315,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-22660,Maharashtra,MH,Palghar,Vasai-Virar,Piped tap water,Municipal tap,Pre-monsoon,2024-05-17,7.49,1550.9,1.57,608.2,184.2,5.8,0.459,0.04,1.44,0.853,0.0,4e-05,0.00144,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-22712,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Dug well,Pre-monsoon,2024-04-19,7.12,355.9,13.55,92.9,96.3,33.04,0.295,0.27,1.02,1.12,0.0,0.00027,0.00102,True,False,True,True,False,Turbidity: 13.55 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22741,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Hand pump,Pre-monsoon,2024-05-14,6.67,1207.8,1.26,587.3,211.8,41.52,0.248,0.16,3.85,1.028,0.0,0.00016,0.00385,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22815,Maharashtra,MH,Sangli,Sangli,Groundwater,Dug well,Pre-monsoon,2024-04-12,7.38,285.6,2.99,94.0,28.0,25.7,0.3,0.21,0.61,1.882,79.1,0.00021,0.00061,True,True,False,True,False,Coliform: 79 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22820,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Bore well,Post-monsoon,2024-11-11,7.53,1460.0,4.61,601.8,231.5,37.06,0.142,0.28,2.21,0.049,0.0,0.00028,0.00221,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-22830,Maharashtra,MH,Sangli,Sangli,Groundwater,Dug well,Post-monsoon,2024-11-04,7.45,1133.6,5.86,461.0,274.1,10.56,0.227,0.83,2.32,1.573,0.0,0.00083,0.00232,True,False,True,True,False,Turbidity: 5.86 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22860,Maharashtra,MH,Nandurbar,Nandurbar,Groundwater,Bore well,Post-monsoon,2024-10-05,8.03,556.8,9.21,184.0,118.3,26.35,0.672,0.15,1.75,2.529,0.0,0.00015,0.00175,True,False,True,True,False,Turbidity: 9.21 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22914,Maharashtra,MH,Chandrapur,Chandrapur,Piped tap water,Municipal tap,Pre-monsoon,2024-04-11,7.61,323.7,0.63,170.7,53.4,7.68,0.153,0.07,0.68,1.071,0.0,7e-05,0.00068,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22922,Maharashtra,MH,Beed,Beed,Groundwater,Bore well,Pre-monsoon,2024-05-23,7.42,1204.9,2.98,779.1,301.9,4.76,0.861,0.47,5.39,0.163,0.0,0.00047,0.00539,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-22930,Maharashtra,MH,Akola,Akola,Piped tap water,Municipal tap,Post-monsoon,2024-11-11,7.12,386.9,2.37,157.6,118.0,19.69,0.225,0.1,1.89,1.445,0.0,0.0001,0.00189,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-22975,Maharashtra,MH,Beed,Beed,Surface water,River,Post-monsoon,2024-11-14,6.81,108.4,16.98,58.3,22.6,34.86,0.189,0.07,0.29,1.187,3335.4,7e-05,0.00029,True,True,True,True,False,Coliform: 3335 MPN (Max: 0); Turbidity: 16.98 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23030,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Hand pump,Post-monsoon,2024-11-14,7.44,1544.4,2.73,1009.4,214.5,20.32,0.207,0.2,1.36,0.15,0.0,0.0002,0.00136,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23072,Maharashtra,MH,Nashik,Nashik,Surface water,Canal,Post-monsoon,2024-10-16,7.43,328.1,24.62,92.9,57.7,10.63,0.313,0.09,0.15,1.181,10202.8,9e-05,0.00015,True,True,True,True,False,Coliform: 10202 MPN (Max: 0); Turbidity: 24.62 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23074,Maharashtra,MH,Thane,Thane,Groundwater,Hand pump,Post-monsoon,2024-10-27,6.59,1224.1,2.66,608.4,321.4,119.48,0.369,0.16,0.47,0.156,0.0,0.00016,0.00047,True,False,True,True,False,Nitrate: 119.48 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23102,Maharashtra,MH,Gondia,Gondia,Groundwater,Dug well,Pre-monsoon,2024-05-06,7.96,1258.9,1.49,682.3,346.3,5.93,1.687,0.27,0.73,0.205,0.0,0.00027,0.00073,True,False,True,True,False,Fluoride: 1.687 mg/L (Max: 1.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23111,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Bore well,Pre-monsoon,2024-05-05,7.91,812.3,2.81,213.8,145.2,19.0,0.028,0.07,1.71,1.9,0.0,7e-05,0.00171,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23125,Maharashtra,MH,Washim,Washim,Groundwater,Bore well,Pre-monsoon,2024-04-06,6.51,930.7,2.75,839.9,218.5,42.2,0.278,0.45,0.67,0.039,72.7,0.00045,0.00067,False,True,True,False,True,Coliform: 72 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-23129,Maharashtra,MH,Wardha,Wardha,Groundwater,Bore well,Pre-monsoon,2024-05-12,7.69,688.5,4.5,516.9,123.1,35.5,0.238,0.12,0.43,1.144,0.0,0.00012,0.00043,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23144,Maharashtra,MH,Palghar,Vasai-Virar,Groundwater,Hand pump,Pre-monsoon,2024-06-22,7.11,616.4,4.58,254.6,149.2,3.8,0.545,0.46,1.51,1.795,0.0,0.00046,0.00151,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23161,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Dug well,Post-monsoon,2024-10-27,6.7,1487.7,3.19,663.0,247.3,13.13,3.565,0.09,3.31,0.041,0.0,9e-05,0.00331,True,False,True,True,False,Fluoride: 3.565 mg/L (Max: 1.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23189,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Bore well,Post-monsoon,2024-11-24,7.57,886.2,1.57,215.6,194.9,28.55,0.814,0.22,8.45,1.434,0.0,0.00022,0.00845,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23192,Maharashtra,MH,Thane,Kalyan-Dombivli,Groundwater,Hand pump,Post-monsoon,2024-10-13,7.16,484.6,3.61,145.2,110.8,15.38,0.154,1.97,0.92,1.259,0.0,0.00197,0.00092,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23216,Maharashtra,MH,Kolhapur,Kolhapur,Groundwater,Bore well,Post-monsoon,2024-10-04,8.17,1867.3,2.57,877.8,366.8,127.46,0.982,0.17,28.81,0.248,0.0,0.00017,0.02881,True,False,True,True,False,Nitrate: 127.46 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23229,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Hand pump,Pre-monsoon,2024-06-24,7.58,495.5,11.87,193.9,123.7,24.22,0.15,0.56,11.57,1.017,0.0,0.00056,0.01157,True,False,True,True,False,Turbidity: 11.87 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23231,Maharashtra,MH,Mumbai City,Mumbai,Surface water,Canal,Pre-monsoon,2024-06-18,6.95,96.0,22.81,42.3,17.8,11.28,0.396,0.87,0.95,1.636,1607.6,0.00087,0.00095,True,True,True,True,False,Coliform: 1607 MPN (Max: 0); Turbidity: 22.81 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23303,Maharashtra,MH,Dharashiva,Osmanabad,Groundwater,Hand pump,Post-monsoon,2024-10-17,6.65,389.7,12.84,104.1,109.7,10.72,0.427,0.97,1.82,2.295,0.0,0.00097,0.00182,True,False,True,True,False,Turbidity: 12.84 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23321,Maharashtra,MH,Nanded,Nanded,Groundwater,Hand pump,Post-monsoon,2024-10-15,7.16,84.1,3.09,39.3,7.8,6.07,0.858,1.24,1.55,1.884,0.0,0.00124,0.00155,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23323,Maharashtra,MH,Gadchiroli,Gadchiroli,Groundwater,Dug well,Pre-monsoon,2024-04-11,7.84,1257.2,0.85,667.8,150.9,9.82,0.282,0.52,2.6,0.243,0.0,0.00052,0.0026,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23329,Maharashtra,MH,Kolhapur,Kolhapur,Groundwater,Hand pump,Pre-monsoon,2024-05-04,7.77,971.5,3.18,628.4,187.9,45.2,0.133,1.9,9.78,0.134,0.0,0.0019,0.00978,True,False,True,True,False,Nitrate: 45.2 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23340,Maharashtra,MH,Dhule,Dhule,Groundwater,Bore well,Pre-monsoon,2024-05-28,7.46,1149.3,8.15,526.5,130.9,23.95,0.914,0.47,1.45,5.575,0.0,0.00047,0.00145,True,False,True,True,False,Turbidity: 8.15 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23349,Maharashtra,MH,Chhatrapati Sambhajinagar,Aurangabad,Groundwater,Dug well,Pre-monsoon,2024-05-09,7.19,1429.7,1.2,762.6,291.1,27.93,0.258,1.01,5.44,0.331,0.0,0.00101,0.00544,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23368,Maharashtra,MH,Jalgaon,Jalgaon,Surface water,Canal,Pre-monsoon,2024-04-12,7.87,1044.2,5.37,428.2,205.1,21.33,0.236,0.55,3.28,1.173,331.3,0.00055,0.00328,True,True,True,True,False,Coliform: 331 MPN (Max: 0); Turbidity: 5.37 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23371,Maharashtra,MH,Chhatrapati Sambhajinagar,Aurangabad,Groundwater,Dug well,Pre-monsoon,2024-04-14,8.03,1140.5,4.12,712.6,184.6,12.01,0.084,0.62,4.57,0.356,0.0,0.00062,0.00457,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23390,Maharashtra,MH,Chandrapur,Chandrapur,Groundwater,Hand pump,Post-monsoon,2024-11-20,7.66,1187.0,2.23,612.2,162.7,92.38,1.047,1.95,1.69,0.021,0.0,0.00195,0.00169,True,False,True,True,False,Nitrate: 92.38 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23398,Maharashtra,MH,Bhandara,Bhandara,Piped tap water,Municipal tap,Pre-monsoon,2024-04-14,7.1,1570.4,0.43,696.1,274.6,10.79,0.288,0.15,0.84,0.034,0.0,0.00015,0.00084,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23399,Maharashtra,MH,Thane,Kalyan-Dombivli,Groundwater,Bore well,Pre-monsoon,2024-04-20,7.56,1855.9,1.68,669.6,645.6,8.07,0.951,0.18,1.29,0.192,0.0,0.00018,0.00129,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23405,Maharashtra,MH,Nashik,Nashik,Groundwater,Dug well,Post-monsoon,2024-10-19,7.18,496.8,13.99,232.7,125.7,17.58,0.283,0.24,1.56,1.249,0.0,0.00024,0.00156,True,False,True,True,False,Turbidity: 13.99 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23413,Maharashtra,MH,Parbhani,Parbhani,Groundwater,Bore well,Post-monsoon,2024-10-01,6.93,102.2,1.61,39.1,22.8,26.59,0.212,0.06,5.67,1.496,0.0,6e-05,0.00567,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23456,Maharashtra,MH,Akola,Akola,Groundwater,Bore well,Pre-monsoon,2024-06-24,7.2,1365.3,3.3,746.0,316.8,53.91,0.729,0.36,0.42,0.103,33.4,0.00036,0.00042,True,True,True,True,False,Nitrate: 53.91 mg/L (Max: 45); Coliform: 33 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23528,Maharashtra,MH,Nagpur,Nagpur,Groundwater,Hand pump,Post-monsoon,2024-11-19,6.73,1877.7,0.48,1085.7,424.2,320.16,0.482,0.61,1.0,0.185,0.0,0.00061,0.001,True,False,True,True,False,Nitrate: 320.16 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23537,Maharashtra,MH,Pune,Pimpri-Chinchwad,Groundwater,Hand pump,Pre-monsoon,2024-05-05,8.17,1163.9,2.25,640.4,274.8,47.03,0.184,0.45,0.92,0.119,0.0,0.00045,0.00092,True,False,True,True,False,Nitrate: 47.03 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23548,Maharashtra,MH,Bhandara,Bhandara,Groundwater,Hand pump,Pre-monsoon,2024-06-21,7.94,519.0,3.24,400.9,114.9,25.64,0.262,6.99,2.38,1.193,0.0,0.00699,0.00238,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23558,Maharashtra,MH,Solapur,Solapur,Groundwater,Bore well,Post-monsoon,2024-10-13,7.42,162.5,2.39,48.0,26.1,3.75,0.134,1.32,2.54,10.178,0.0,0.00132,0.00254,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23570,Maharashtra,MH,Bhandara,Bhandara,Groundwater,Dug well,Pre-monsoon,2024-04-01,7.44,1484.6,1.25,674.2,273.8,47.77,0.265,0.04,1.23,0.085,0.0,4e-05,0.00123,True,False,True,True,False,Nitrate: 47.77 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23575,Maharashtra,MH,Jalna,Jalna,Groundwater,Dug well,Pre-monsoon,2024-04-09,7.51,1655.4,2.5,723.3,306.4,40.71,0.552,1.13,14.28,0.233,0.0,0.00113,0.01428,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23577,Maharashtra,MH,Sindhudurg,Sindhudurg,Groundwater,Dug well,Post-monsoon,2024-10-21,7.68,390.9,1.59,95.2,40.8,10.1,0.287,1.14,0.66,2.355,0.0,0.00114,0.00066,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23583,Maharashtra,MH,Bhandara,Bhandara,Groundwater,Dug well,Pre-monsoon,2024-05-04,7.69,1104.0,3.65,754.4,205.2,165.45,1.388,0.43,1.71,0.092,0.0,0.00043,0.00171,True,False,True,True,False,Nitrate: 165.45 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23610,Maharashtra,MH,Nandurbar,Nandurbar,Groundwater,Dug well,Pre-monsoon,2024-04-01,7.82,567.1,0.97,263.9,133.4,24.25,0.555,0.11,9.11,2.789,0.0,0.00011,0.00911,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23624,Maharashtra,MH,Chhatrapati Sambhajinagar,Aurangabad,Groundwater,Hand pump,Post-monsoon,2024-11-01,7.54,534.5,12.54,336.3,76.6,4.09,0.792,1.14,0.74,1.1,0.0,0.00114,0.00074,True,False,True,True,False,Turbidity: 12.54 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23627,Maharashtra,MH,Hingoli,Hingoli,Groundwater,Hand pump,Post-monsoon,2024-10-11,7.99,1453.1,1.77,734.9,287.8,6.69,0.119,0.03,7.22,0.244,0.0,3e-05,0.00722,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23673,Maharashtra,MH,Nandurbar,Nandurbar,Groundwater,Bore well,Pre-monsoon,2024-06-16,7.13,1314.7,2.07,602.6,218.8,22.78,1.506,0.36,7.0,0.467,0.0,0.00036,0.007,True,False,True,True,False,Fluoride: 1.506 mg/L (Max: 1.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23690,Maharashtra,MH,Dhule,Dhule,Groundwater,Bore well,Pre-monsoon,2024-05-07,7.37,1465.7,4.62,609.7,194.5,59.91,0.748,0.22,3.56,0.14,0.0,0.00022,0.00356,True,False,True,True,False,Nitrate: 59.91 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23697,Maharashtra,MH,Mumbai Suburban,Mumbai,Groundwater,Bore well,Pre-monsoon,2024-06-01,6.52,526.8,1.49,199.9,101.3,3.2,0.032,0.16,4.68,1.229,43.8,0.00016,0.00468,True,True,False,True,False,Coliform: 43 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23710,Maharashtra,MH,Sindhudurg,Sindhudurg,Groundwater,Hand pump,Pre-monsoon,2024-06-21,7.78,1576.1,2.15,795.6,385.5,94.05,0.356,0.09,1.05,0.105,0.0,9e-05,0.00105,True,False,True,True,False,Nitrate: 94.05 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23734,Maharashtra,MH,Chhatrapati Sambhajinagar,Aurangabad,Groundwater,Hand pump,Pre-monsoon,2024-04-27,7.78,1330.4,3.82,898.3,232.4,180.94,0.09,0.04,0.43,0.148,0.0,4e-05,0.00043,True,False,True,True,False,Nitrate: 180.94 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23741,Maharashtra,MH,Nanded,Nanded,Groundwater,Hand pump,Post-monsoon,2024-10-13,7.41,693.4,11.66,362.4,191.9,20.56,0.16,0.41,1.42,2.016,0.0,0.00041,0.00142,True,False,True,True,False,Turbidity: 11.66 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23792,Maharashtra,MH,Pune,Pimpri-Chinchwad,Groundwater,Hand pump,Post-monsoon,2024-10-05,7.64,104.0,8.3,42.2,16.1,12.52,1.015,0.17,0.73,2.329,0.0,0.00017,0.00073,True,False,True,True,False,Turbidity: 8.3 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23814,Maharashtra,MH,Ahilyanagar,Ahmednagar,Groundwater,Bore well,Post-monsoon,2024-10-01,7.18,1109.2,3.97,683.2,170.5,20.53,0.258,1.29,0.56,0.293,0.0,0.00129,0.00056,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23830,Maharashtra,MH,Gadchiroli,Gadchiroli,Groundwater,Bore well,Pre-monsoon,2024-04-21,7.65,553.6,10.25,261.4,42.0,11.16,1.427,0.76,0.4,1.334,0.0,0.00076,0.0004,True,False,True,True,False,Turbidity: 10.25 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23840,Maharashtra,MH,Amravati,Amravati,Piped tap water,Municipal tap,Post-monsoon,2024-10-17,7.32,977.4,0.1,613.8,149.9,24.09,0.25,0.0,0.42,0.119,0.0,0.0,0.00042,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-23873,Maharashtra,MH,Mumbai Suburban,Mumbai,Groundwater,Hand pump,Post-monsoon,2024-10-14,7.26,320.4,3.96,117.5,64.6,32.24,0.095,0.06,0.29,1.251,13.2,6e-05,0.00029,True,True,False,True,False,Coliform: 13 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23881,Maharashtra,MH,Washim,Washim,Surface water,Canal,Pre-monsoon,2024-06-05,7.03,392.4,35.78,239.4,84.5,7.95,1.142,0.34,1.16,1.576,3978.8,0.00034,0.00116,True,True,True,True,False,Coliform: 3978 MPN (Max: 0); Turbidity: 35.78 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23907,Maharashtra,MH,Nandurbar,Nandurbar,Groundwater,Bore well,Pre-monsoon,2024-06-28,7.97,494.5,0.87,142.0,159.2,11.13,1.321,0.05,1.19,1.431,0.0,5e-05,0.00119,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23923,Maharashtra,MH,Bhandara,Bhandara,Groundwater,Bore well,Pre-monsoon,2024-05-20,6.51,1168.2,3.61,858.8,266.5,9.73,0.953,0.6,1.24,0.03,3.5,0.0006,0.00124,False,True,True,False,True,Coliform: 3 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-23926,Maharashtra,MH,Gondia,Gondia,Groundwater,Dug well,Pre-monsoon,2024-05-05,7.46,474.8,2.33,336.0,91.3,10.02,0.633,0.77,0.74,1.014,0.0,0.00077,0.00074,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23945,Maharashtra,MH,Mumbai City,Mumbai,Groundwater,Dug well,Post-monsoon,2024-10-03,6.92,436.4,2.43,92.2,70.4,31.08,0.1,0.19,1.54,1.041,0.0,0.00019,0.00154,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-23995,Maharashtra,MH,Pune,Pimpri-Chinchwad,Groundwater,Hand pump,Pre-monsoon,2024-05-26,7.91,119.6,0.45,38.4,11.6,17.09,0.404,1.77,2.83,1.089,59.0,0.00177,0.00283,True,True,False,True,False,Coliform: 59 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
