record_id,csv_category,engine_category,csv_action,engine_action,csv_do_not_boil,engine_do_not_boil,chemical_flag_csv,biological_flag_csv,fluoride,arsenic_ug,arsenic_mg,nitrate,fecal_coliform,turbidity,tds,ph,state,district
IWQ-31847,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.493,0.55,0.00055,5.16,0.0,0.49,84.8,7.67,Punjab,Malerkotla
IWQ-31849,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.104,0.17,0.00017,5.18,5385.7,15.37,187.6,8.03,Punjab,Patiala
IWQ-31851,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.212,1.65,0.00165,0.92,0.0,0.6,383.0,7.49,Punjab,Bathinda
IWQ-31853,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.378,0.16,0.00016,36.66,0.0,1.81,264.1,8.46,Punjab,Fazilka
IWQ-31868,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.958,8.33,0.00833,5.95,35.1,3.78,770.1,6.97,Punjab,Rupnagar
IWQ-31870,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.303,4.09,0.00409,5.08,0.0,1.51,683.2,7.81,Punjab,SAS Nagar
IWQ-31871,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.414,3.17,0.00317,3.19,0.0,2.93,426.2,8.04,Punjab,Sri Muktsar Sahib
IWQ-31874,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.404,0.94,0.00094,28.46,0.0,5.08,400.2,8.21,Punjab,Jalandhar
IWQ-31876,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.636,0.37,0.00037,8.71,0.0,2.26,115.2,7.88,Punjab,Faridkot
IWQ-31886,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.297,1.63,0.00163,35.46,0.0,3.96,278.7,7.67,Punjab,Faridkot
IWQ-31887,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.26,4.83,0.00483,28.62,0.0,1.29,191.9,8.26,Punjab,Firozpur
IWQ-31890,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.507,1.67,0.00167,20.06,0.0,0.56,494.9,8.53,Punjab,Hoshiarpur
IWQ-31897,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.083,0.11,0.00011,9.74,0.0,0.39,73.5,6.93,Punjab,Faridkot
IWQ-31898,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.555,0.82,0.00082,11.58,0.0,0.37,595.8,8.32,Punjab,Jalandhar
IWQ-31900,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.283,0.21,0.00021,22.76,0.0,0.41,1387.7,7.13,Punjab,Malerkotla
IWQ-31904,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.312,0.22,0.00022,11.64,0.0,0.49,242.8,7.98,Punjab,Jalandhar
IWQ-31906,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.845,0.58,0.00058,32.74,0.0,0.96,472.3,7.25,Punjab,Sangrur
IWQ-31907,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.057,8.92,0.00892,1.69,0.0,10.09,932.4,8.05,Punjab,Mansa
IWQ-31916,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.26,0.92,0.00092,20.11,0.0,6.3,825.6,8.3,Punjab,Sri Muktsar Sahib
IWQ-31921,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.724,1.41,0.00141,16.82,0.0,1.29,370.1,8.88,Punjab,Sri Muktsar Sahib
IWQ-31930,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.039,1.14,0.00114,9.01,0.0,3.07,1479.6,7.92,Punjab,SAS Nagar
IWQ-31933,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.769,0.06,6e-05,10.73,0.0,0.89,315.1,6.89,Punjab,Rupnagar
IWQ-31934,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.438,0.58,0.00058,21.65,0.0,11.54,178.9,8.38,Punjab,Mansa
IWQ-31938,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.15,3.55,0.00355,42.13,0.0,26.96,192.7,7.37,Punjab,Patiala
IWQ-31945,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.491,0.4,0.0004,16.89,1266.6,31.8,298.7,8.91,Punjab,Rupnagar
IWQ-31946,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.434,20.92,0.02092,30.43,1506.0,20.04,438.7,6.56,Punjab,Fazilka
IWQ-31949,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.107,0.69,0.00069,2.87,0.0,2.75,339.7,7.59,Punjab,Gurdaspur
IWQ-31950,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.58,0.68,0.00068,32.94,0.0,1.27,890.2,7.63,Punjab,Tarn Taran
IWQ-31954,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.335,0.73,0.00073,14.77,2524.0,2.49,207.8,7.85,Punjab,Fazilka
IWQ-31955,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.256,1.06,0.00106,3.11,17.9,4.41,213.5,8.92,Punjab,Sangrur
IWQ-31961,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.611,7.32,0.00732,44.14,0.0,3.6,179.5,7.83,Punjab,Bathinda
IWQ-31964,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.506,2.53,0.00253,12.79,0.0,9.32,1420.3,7.95,Punjab,Amritsar
IWQ-31970,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.682,7.28,0.00728,18.32,0.0,2.76,1116.9,7.88,Punjab,Fatehgarh Sahib
IWQ-31971,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.2,0.25,0.00025,7.02,0.0,2.88,355.4,7.63,Punjab,Ludhiana
IWQ-31976,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.498,0.98,0.00098,5.68,0.0,1.06,492.3,7.86,Punjab,Tarn Taran
IWQ-31985,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.444,3.34,0.00334,33.68,0.0,1.2,143.1,7.13,Punjab,Kapurthala
IWQ-31987,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.702,3.3,0.0033,7.94,0.0,0.35,159.9,7.9,Punjab,Sri Muktsar Sahib
IWQ-32001,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.672,0.27,0.00027,19.66,0.0,6.23,690.3,7.89,Punjab,Fazilka
IWQ-32024,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.688,0.45,0.00045,17.71,0.0,0.18,2374.5,8.27,Punjab,Bathinda
IWQ-32027,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.158,0.22,0.00022,11.71,606.9,53.93,1163.3,8.61,Punjab,Rupnagar
IWQ-32028,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.444,0.39,0.00039,9.16,0.0,2.42,373.3,7.54,Punjab,Mansa
IWQ-32033,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.137,2.41,0.00241,28.42,0.0,1.07,307.2,7.72,Punjab,Bathinda
IWQ-32034,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.988,2.5,0.0025,24.27,0.0,0.57,1546.8,7.43,Punjab,Fazilka
IWQ-32035,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.63,0.51,0.00051,10.61,0.0,2.64,624.4,7.81,Punjab,Mansa
IWQ-32039,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.795,0.44,0.00044,23.85,35.8,0.26,202.1,8.17,Punjab,Mansa
IWQ-32040,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.591,0.38,0.00038,10.13,0.0,5.07,393.8,8.01,Punjab,Faridkot
IWQ-32043,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.491,1.91,0.00191,22.0,0.0,0.26,413.7,8.82,Punjab,Jalandhar
IWQ-32051,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.156,0.12,0.00012,23.38,0.0,0.53,68.6,8.27,Punjab,Fazilka
IWQ-32057,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.402,8.61,0.00861,14.73,0.0,1.06,278.5,9.1,Punjab,Barnala
IWQ-32060,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.3,1.56,0.00156,37.19,0.0,3.28,448.3,8.08,Punjab,Hoshiarpur
IWQ-32064,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.274,0.48,0.00048,13.66,0.0,1.69,633.4,7.71,Punjab,Gurdaspur
IWQ-32072,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.179,3.05,0.00305,10.04,0.0,7.36,1526.7,7.06,Punjab,Hoshiarpur
IWQ-32074,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.287,3.73,0.00373,38.0,27.4,0.93,301.1,7.64,Punjab,Fatehgarh Sahib
IWQ-32078,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.046,1.42,0.00142,44.84,0.0,1.32,790.0,8.5,Punjab,Fazilka
IWQ-32079,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.416,3.25,0.00325,15.38,0.0,3.92,1104.4,7.68,Punjab,Sangrur
IWQ-32082,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.17,0.38,0.00038,17.29,0.0,3.04,416.4,8.45,Punjab,Moga
IWQ-32090,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.181,1.81,0.00181,3.78,0.0,1.32,781.7,7.9,Punjab,Fazilka
IWQ-32091,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.092,0.57,0.00057,6.01,0.0,0.53,378.2,8.25,Punjab,Firozpur
IWQ-32100,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.238,0.33,0.00033,2.6,0.0,8.8,1524.4,8.23,Punjab,Fatehgarh Sahib
IWQ-32104,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.272,0.06,6e-05,29.87,0.0,2.17,161.4,7.3,Punjab,Faridkot
IWQ-32109,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.545,0.16,0.00016,20.73,0.0,0.29,112.9,8.46,Punjab,Rupnagar
IWQ-32111,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.147,0.71,0.00071,18.34,0.0,1.81,712.2,7.34,Punjab,Sri Muktsar Sahib
IWQ-32114,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.577,2.77,0.00277,32.47,0.0,7.99,99.9,7.44,Punjab,Rupnagar
IWQ-32115,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.096,2.13,0.00213,28.75,0.0,0.37,127.5,8.12,Punjab,Firozpur
IWQ-32120,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.386,0.14,0.00014,5.0,0.0,0.4,495.1,8.04,Punjab,SAS Nagar
IWQ-32122,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.709,0.82,0.00082,18.79,0.0,2.63,1047.9,7.63,Punjab,Firozpur
IWQ-32124,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.952,2.03,0.00203,17.4,0.0,1.76,435.7,8.89,Punjab,Tarn Taran
IWQ-32126,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.307,2.02,0.00202,7.46,0.0,1.85,1269.2,7.13,Punjab,Malerkotla
IWQ-32128,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.111,1.1,0.0011,5.18,0.0,7.46,973.7,7.33,Punjab,Faridkot
IWQ-32129,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.988,3.64,0.00364,14.49,0.0,3.17,842.6,7.62,Punjab,Firozpur
IWQ-32136,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.293,0.92,0.00092,7.22,0.0,6.01,340.3,8.38,Punjab,Rupnagar
IWQ-32140,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.275,0.27,0.00027,13.61,0.0,2.82,826.9,7.55,Punjab,Faridkot
IWQ-32143,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.514,0.32,0.00032,11.95,0.0,1.13,641.2,8.27,Punjab,Bathinda
IWQ-32144,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.238,2.15,0.00215,34.8,0.0,3.04,637.4,7.54,Punjab,Sangrur
IWQ-32145,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.27,10.26,0.01026,17.19,765.5,256.14,460.1,7.08,Punjab,Fatehgarh Sahib
IWQ-32147,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.081,7.26,0.00726,22.43,0.0,1.5,264.6,7.71,Punjab,Bathinda
IWQ-32153,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.356,2.44,0.00244,2.28,0.0,0.55,225.6,7.21,Punjab,Moga
IWQ-32154,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.206,1.26,0.00126,20.53,0.0,0.53,919.6,8.45,Punjab,Ludhiana
IWQ-32158,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.797,0.25,0.00025,7.23,0.0,3.73,930.0,7.71,Punjab,Faridkot
IWQ-32163,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.707,0.61,0.00061,41.36,3947.3,7.49,221.2,8.5,Punjab,Ludhiana
IWQ-32167,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.108,0.91,0.00091,13.3,0.0,0.32,164.3,8.35,Punjab,SAS Nagar
IWQ-32173,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.259,0.09,9e-05,6.82,0.0,5.15,553.9,8.04,Punjab,Firozpur
IWQ-32179,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,1.221,1.55,0.00155,16.55,13.4,10.45,649.5,8.24,Punjab,Mansa
IWQ-32191,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.422,0.17,0.00017,8.7,2.4,1.51,136.2,7.91,Punjab,Faridkot
IWQ-32194,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.511,0.78,0.00078,9.51,0.0,0.74,170.2,8.49,Punjab,Mansa
IWQ-32208,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.256,0.28,0.00028,6.75,1.5,0.89,295.6,7.65,Punjab,Sangrur
IWQ-32212,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.234,0.31,0.00031,4.83,2.1,8.31,1009.0,7.49,Punjab,Sri Muktsar Sahib
IWQ-32218,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.437,0.15,0.00015,28.86,0.0,1.64,2900.2,7.47,Punjab,Faridkot
IWQ-32219,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.261,0.19,0.00019,35.46,1020.5,18.35,598.7,7.37,Punjab,Fazilka
IWQ-32220,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.17,1.2,0.0012,28.86,0.0,7.08,381.0,8.49,Punjab,Sangrur
IWQ-32221,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.241,3.74,0.00374,15.56,0.0,2.65,380.1,8.67,Punjab,Firozpur
IWQ-32229,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.545,0.48,0.00048,8.02,0.0,0.46,225.2,7.9,Punjab,Rupnagar
IWQ-32230,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.413,10.7,0.0107,18.88,13.3,4.59,1585.1,7.11,Punjab,Pathankot
